Time,Misoperation,Motor current state,Brake,Motor temperature,System fault light,Braking system fault display,Accelerator opening,High Voltage Detection Complete Flag,low-voltage power-off request flag,current motor speed,current motor torque,DC bus voltage,DC bus current,Motor phase current (effective value),Motor maximum drive torque,Motor maximum braking torque,Speed signal,Active drive,Drive Motor Output Power MCU Part Number,Accelerator pedal voltage,Gear switch A voltage,Gear switch B voltage,Gear switch C voltage,Gear switch D voltage,Total number of drive motors,Drive motor serial number,Total number of drive motor failures,Battery voltage,Slow charge wakeup signal,Vehicle model,Power Battery Positive Relay Current Control Command Status,Power Battery Precharge Relay Current Control Command Status,SOC (State of charge),Current status allows maximum feedback power,Current status allows maximum discharge power,BMS self-test counter,Power battery internal total voltage V1,Power battery charge/discharge current,Power battery external total voltage V2,Power battery load voltage V3,Single cell core voltage,Single cell minimum voltage,Power battery positive to GND insulation resistance,Power Battery Negative Resistance to GND Insulation Resistance,Single cell temperature,Single cell minimum temperature,Power battery available energy,Power battery available capacity,Effective cell voltage,Effective temperature collection points,DCDC current status,Slow charge CC voltage,Low battery alert,Driving range ,Mileage value,Prohibited high-voltage power-on flag,Vehicle bootloader flag,On-board charger output voltage instruction,Car charger output current instruction,Car Charger Work Instruction,Car Charger Network Status Control Command,charging ,Power Battery Heater Relay Instruction,High voltage power-down request (VCU) charge self-test counter,High-voltage power-down request (charging),Remote refresh mode enable command,System fault light_BMS,Power Battery System Fault Indicator VCU ,Troubleshooting Level,Collision signal status,Operating mode,Battery pack 1 monomer minimum number,Battery pack 1 monomer maximum number,Battery pack 1 maximum temperature,Battery pack 1 minimum temperature,Temperature sensor 1,Temperature sensor 2,Temperature sensor 3,Temperature sensor 4,Temperature sensor 5,Temperature sensor 6,Temperature sensor 7,Temperature sensor 8,Temperature sensor 9,total milage,The current status of car charger,Car Charge Wakeup Output Signal Status,Slow charge gun connection status,Charging mode,Power supply equipment status,Charger output current,Charger output voltage,Speed,Power battery pack number,Power battery pack number length,Power battery subsystem number,Total number of battery cells,Power battery temperature point total,Total battery power failure,cell voltage nr. 1,cell voltage nr. 2,cell voltage nr. 3,cell voltage nr. 4,cell voltage nr. 5,cell voltage nr. 6,cell voltage nr. 7,cell voltage nr. 8,cell voltage nr. 9,cell voltage nr. 10,cell voltage nr. 11,cell voltage nr. 12,cell voltage nr. 13,cell voltage nr. 14,cell voltage nr. 15,cell voltage nr. 16,cell voltage nr. 17,cell voltage nr. 18,cell voltage nr. 19,cell voltage nr. 20,cell voltage nr. 21,cell voltage nr. 22,cell voltage nr. 23,cell voltage nr. 24,cell voltage nr. 25,cell voltage nr. 26,cell voltage nr. 27,cell voltage nr. 28,cell voltage nr. 29,cell voltage nr. 30,cell voltage nr. 31,Maximum unit voltage number,Maximum temperature number,Lowest temperature number,Lowest cell voltage number,Maximum unit voltage package number,Maximum temperature package number,Minimum temperature package number,Lowest monomer voltage package number
2016/03/24 13:42:42.000.,0,1,1,77,0,0,0,1,0,0,28.34,112.2,0,97.2,150.1,50.02,0,1,4,0.04,4.68,4.68,0.44,0.44,1,1,0,13.636,0,2,1,0,46,22.33,44.99,3,112.86,14.1,112.86,112.82,3.6445,3.6031,3999,3999,29,28,8.91,78.94,31,9,1,13.3,0,80.3,92.3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,0,1,1,0,4,0,0,0,1,30,1,31,9,0,3.6382,3.6437,3.642,3.641,3.6412,3.6422,3.6442,3.6437,3.6365,3.6388,3.6397,3.6401,3.6422,3.642,3.6388,3.6402,3.6427,3.64,3.6415,3.6413,3.6362,3.6417,3.6423,3.6391,3.6028,3.6347,3.6417,3.6437,3.6396,3.6423,3.6388,7,1,4,25,1,1,1,1
2016/03/24 13:42:52.000.,0,1,1,77,0,0,0,1,0,15,28.06,112.2,0.34,80.6,150.1,50.02,0.27,1,4,0.04,4.68,4.68,0.44,0.44,1,1,0,13.462,0,2,1,0,46,22.33,44.99,3,112.86,15.4,112.86,112.82,3.6447,3.6036,3999,3999,29,28,8.9,78.9,31,9,1,13.2,0,80.2,92.3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,29,28,29,29,29,28,28,28,28,28,29,17354,0,1,1,0,4,0,0,0,1,30,1,31,9,0,3.6366,3.6413,3.6405,3.639,3.6386,3.6397,3.6417,3.6417,3.6342,3.6372,3.6377,3.638,3.6397,3.64,3.6367,3.6377,3.6408,3.6376,3.6388,3.6397,3.6343,3.6396,3.6401,3.6367,3.601,3.6327,3.6397,3.6417,3.6373,3.6405,3.6372,2,1,4,25,1,1,1,1
2016/03/24 13:43:02.000.,0,1,1,77,0,0,0,1,0,39,45.24,112.2,1.55,146.2,150.1,50.02,0.59,1,5.6,0,4.68,4.68,0.44,0.44,1,1,0,13.516,0,2,1,0,46,22.33,44.99,3,112.82,18.16,112.82,112.8,3.6438,3.6027,3999,3999,29,28,8.89,78.85,31,9,1,13.2,0,80.2,92.3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,29,28,29,29,29,28,28,28,28,28,29,17354,0,1,1,0,4,0,0,0,1,30,1,31,9,0,3.6387,3.6432,3.6425,3.6411,3.6405,3.6421,3.6442,3.644,3.6368,3.6395,3.6397,3.64,3.6416,3.6418,3.6387,3.6397,3.643,3.6398,3.6411,3.6415,3.636,3.6415,3.6417,3.6387,3.6032,3.6341,3.6416,3.6437,3.6398,3.6422,3.6395,7,1,4,25,1,1,1,1
2016/03/24 13:43:12.000.,0,1,1,77,0,0,0,1,0,0,0,112.3,0,37.5,150.1,50.02,0,0,0,0,4.66,0.44,0.44,4.68,1,1,0,13.676,0,2,1,0,46,22.33,44.99,3,112.92,10.4,112.92,112.9,3.6457,3.6047,3999,3999,29,28,8.89,78.81,31,9,1,13.4,0,80.1,92.3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,29,28,29,29,29,28,28,28,28,28,29,17354,0,1,1,0,4,0,0,0,1,30,1,31,9,0,3.6402,3.6448,3.6432,3.6423,3.6423,3.6432,3.6453,3.6447,3.6377,3.6405,3.6408,3.6411,3.6432,3.6437,3.6407,3.6416,3.6442,3.6408,3.6425,3.6431,3.6376,3.643,3.6432,3.6403,3.6047,3.6361,3.6436,3.6452,3.6411,3.6437,3.6408,7,1,4,25,1,1,1,1
2016/03/24 13:43:22.000.,0,1,1,77,0,0,0,1,0,0,0,112.2,0,37.4,150.1,50.02,0,0,0,0.04,4.66,0.44,0.46,4.68,1,1,0,13.623,0,2,1,0,46,22.33,44.99,3,112.88,14.46,112.88,112.86,3.6445,3.6033,3999,3999,29,28,8.89,78.78,31,9,1,13.3,0,80.1,92.3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,0,1,1,0,4,0,0,0,1,30,1,31,9,0,3.6392,3.6446,3.6427,3.6422,3.6417,3.6427,3.6443,3.6447,3.6367,3.64,3.6403,3.6408,3.6425,3.6427,3.6395,3.6405,3.6436,3.6401,3.6415,3.6422,3.6368,3.6421,3.6421,3.6395,3.6042,3.6356,3.6423,3.6442,3.6403,3.6431,3.64,2,1,4,25,1,1,1,1
2016/03/24 13:43:32.000.,0,0,1,77,0,0,0,1,1,0,0,1.6,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.249,0,1,0,0,46,22.33,44.99,0,113.04,0.24,113.04,1.6,3.6491,3.6082,3999,3999,29,28,8.9,78.77,31,9,0,12.9,0,80.1,92.3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,0,1,1,0,4,0,0,0,1,30,1,31,9,0,3.6427,3.6481,3.6472,3.646,3.6458,3.6471,3.6491,3.6491,3.641,3.6436,3.6443,3.6455,3.6472,3.6465,3.6438,3.6446,3.6475,3.6446,3.6456,3.6465,3.6413,3.646,3.6465,3.6437,3.6082,3.6396,3.6467,3.6483,3.6442,3.6472,3.6442,7,1,4,25,1,1,1,1
2016/03/24 13:43:42.000.,0,0,1,77,0,0,0,1,1,0,0,1.6,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.249,0,1,0,0,46,22.33,44.99,0,113.04,0.24,113.04,1.6,3.6491,3.6082,3999,3999,29,28,8.9,78.77,31,9,0,12.9,0,80.1,92.3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,0,1,1,0,4,0,0,0,1,30,1,31,9,0,3.6427,3.6481,3.6472,3.646,3.6458,3.6471,3.6491,3.6491,3.641,3.6436,3.6443,3.6455,3.6472,3.6465,3.6438,3.6446,3.6475,3.6446,3.6456,3.6465,3.6413,3.646,3.6465,3.6437,3.6082,3.6396,3.6467,3.6483,3.6442,3.6472,3.6442,7,1,4,25,1,1,1,1
2016/03/24 13:43:52.000.,0,0,0,75,0,0,0,0,0,0,0,5.5,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.209,1,4,0,0,46,22.33,44.99,1,113.1,0.28,113.1,3.96,3.6507,3.6108,3977,3977,29,28,8.9,79.06,31,9,0,0,0,80.3,80.1,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,1,25,2,29,28,29,29,29,28,28,28,28,28,29,17354,1,2,3,2,3,0,0,0,1,30,1,31,9,0,3.6455,3.6505,3.6497,3.6477,3.648,3.6488,3.6507,3.65,3.6427,3.6458,3.6462,3.647,3.6491,3.6493,3.6457,3.6471,3.6495,3.6465,3.6482,3.6488,3.6436,3.648,3.6482,3.646,3.6108,3.6413,3.6488,3.6501,3.6467,3.65,3.6458,2,1,4,25,1,1,1,1
2016/03/24 13:44:02.000.,0,0,0,75,0,0,0,1,0,0,0,113,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.623,1,4,1,0,46,7.36,44.99,3,113.08,3.9,113.08,113,3.6511,3.6107,3999,3999,29,28,8.9,78.89,31,9,1,0,0,80.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,0,2,3,2,3,0,0,0,1,30,1,31,9,0,3.6451,3.6501,3.6492,3.648,3.6477,3.6487,3.6511,3.6506,3.6436,3.6458,3.6466,3.6476,3.649,3.6492,3.6461,3.647,3.6501,3.6468,3.6483,3.6485,3.6433,3.6482,3.6486,3.6457,3.6107,3.6417,3.6488,3.6507,3.6466,3.6497,3.6463,7,1,4,25,1,1,1,1
2016/03/24 13:44:12.000.,0,0,0,75,0,0,0,1,0,0,0,113,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.08,0.8,113.08,113.04,3.6513,3.6112,3999,3999,29,28,8.9,78.77,31,9,1,0,0,80.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,0,112.8,0,1,30,1,31,9,0,3.6452,3.6505,3.6497,3.6482,3.6483,3.6497,3.6513,3.6508,3.6436,3.6462,3.6468,3.6475,3.6497,3.6497,3.6466,3.6475,3.65,3.6472,3.6485,3.6492,3.644,3.6486,3.6491,3.6462,3.6112,3.6423,3.6492,3.6512,3.6467,3.6497,3.6468,7,1,4,25,1,1,1,1
2016/03/24 13:44:22.000.,0,0,0,75,0,0,0,1,0,0,0,113.4,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.38,-22.56,113.38,113.44,3.6596,3.6195,3999,3999,29,28,8.93,78.79,31,9,1,0,0,80.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,23.2,113.5,0,1,30,1,31,9,0,3.6531,3.6585,3.6572,3.6561,3.6562,3.6572,3.6596,3.6588,3.6512,3.6543,3.6536,3.6552,3.6576,3.6577,3.6547,3.6558,3.6577,3.6547,3.6566,3.6572,3.652,3.6562,3.6567,3.6546,3.6195,3.6503,3.6572,3.6588,3.6552,3.6577,3.6543,7,1,4,25,1,1,1,1
2016/03/24 13:44:32.000.,0,0,0,75,0,0,0,1,0,0,0,113.5,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.54,-28.56,113.54,113.56,3.6637,3.6237,3999,3999,29,28,8.95,78.86,31,9,1,0,0,80.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.9,113.7,0,1,30,1,31,9,0,3.6575,3.6626,3.6611,3.6602,3.6601,3.6613,3.6637,3.6628,3.6557,3.659,3.6581,3.6597,3.6617,3.6617,3.6587,3.6601,3.6622,3.6593,3.6607,3.6617,3.6561,3.6601,3.661,3.6591,3.6237,3.6543,3.6613,3.6632,3.659,3.6623,3.6586,7,1,4,25,1,1,1,1
2016/03/24 13:44:42.000.,0,0,0,75,0,0,0,1,0,0,0,113.5,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.56,-28.24,113.56,113.58,3.6652,3.6257,3999,3999,29,28,8.96,78.93,31,9,1,0,0,80.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.8,113.7,0,1,30,1,31,9,0,3.6591,3.6647,3.6632,3.6617,3.6622,3.6632,3.6652,3.6642,3.6572,3.661,3.6601,3.6617,3.6635,3.6636,3.6607,3.662,3.6642,3.6603,3.6621,3.6632,3.6578,3.662,3.6632,3.6602,3.6257,3.6557,3.663,3.6652,3.6603,3.6637,3.6602,7,1,4,25,1,1,1,1
2016/03/24 13:44:52.000.,0,0,0,74,0,0,0,1,0,0,0,113.6,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.62,-27.94,113.62,113.64,3.6671,3.6275,3999,3999,29,28,8.97,79.01,31,9,1,0,0,80.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.8,113.8,0,1,30,1,31,9,0,3.6606,3.6657,3.6645,3.6636,3.664,3.6647,3.6671,3.6661,3.6587,3.6617,3.6612,3.663,3.6646,3.6652,3.6621,3.6632,3.6657,3.6625,3.6636,3.6645,3.6591,3.6637,3.6645,3.6616,3.6275,3.6576,3.6645,3.6663,3.6626,3.6648,3.6608,7,1,4,25,1,1,1,1
2016/03/24 13:45:02.000.,0,0,0,74,0,0,0,1,0,0,0,113.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.66,-27.94,113.66,113.7,3.6677,3.6285,3999,3999,29,28,8.99,79.08,31,9,1,0,0,80.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.8,113.8,0,1,30,1,31,9,0,3.6615,3.667,3.6657,3.6648,3.665,3.6655,3.6677,3.6666,3.6595,3.6628,3.662,3.6642,3.6657,3.6663,3.6632,3.6643,3.6662,3.6632,3.6645,3.6657,3.6606,3.6643,3.6651,3.6628,3.6285,3.6583,3.6655,3.6672,3.6635,3.6662,3.6627,2,1,4,25,1,1,1,1
2016/03/24 13:45:12.000.,0,0,0,74,0,0,0,1,0,0,0,113.6,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.68,-27.94,113.68,113.68,3.6686,3.6293,3999,3999,29,28,9,79.15,31,9,1,0,0,80.4,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.7,113.8,0,1,30,1,31,9,0,3.6622,3.6677,3.6666,3.6652,3.6655,3.6663,3.6686,3.667,3.6605,3.6636,3.6626,3.6647,3.666,3.6667,3.6638,3.6646,3.6672,3.6642,3.6652,3.6667,3.6617,3.6652,3.666,3.6632,3.6293,3.6596,3.666,3.6676,3.6636,3.6667,3.6632,7,1,4,25,1,1,1,1
2016/03/24 13:45:22.000.,0,0,0,73,0,0,0,1,0,0,0,113.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.7,-27.94,113.7,113.7,3.6697,3.6307,3999,3999,29,28,9.01,79.23,31,9,1,0,0,80.5,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.7,113.8,0,1,30,1,31,9,0,3.6633,3.6683,3.6671,3.6662,3.6666,3.6672,3.6697,3.6686,3.6617,3.6652,3.6641,3.6657,3.6675,3.6683,3.6651,3.6662,3.6681,3.6652,3.6667,3.6678,3.6626,3.6658,3.6671,3.6645,3.6307,3.6607,3.6672,3.6692,3.6655,3.668,3.6638,7,1,4,25,1,1,1,1
2016/03/24 13:45:32.000.,0,0,0,73,0,0,0,1,0,0,0,113.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.74,-27.94,113.74,113.74,3.6703,3.6313,3999,3999,29,28,9.01,79.3,31,9,1,0,0,80.5,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.7,113.9,0,1,30,1,31,9,0,3.6637,3.6697,3.6683,3.6668,3.6675,3.6677,3.6703,3.6683,3.662,3.6651,3.6646,3.6665,3.6682,3.6683,3.6655,3.6668,3.6683,3.6662,3.6676,3.6682,3.6627,3.6667,3.6677,3.6655,3.6313,3.6607,3.6677,3.6693,3.6655,3.6687,3.6642,7,1,4,25,1,1,1,1
2016/03/24 13:45:42.000.,0,0,0,73,0,0,0,1,0,0,0,113.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46,7.36,44.99,3,113.74,-27.94,113.74,113.74,3.6707,3.632,3999,3999,29,28,9.03,79.38,31,9,1,0,0,80.6,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,2,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.9,113.9,0,1,30,1,31,9,0,3.6646,3.6702,3.6691,3.6677,3.6675,3.6683,3.6705,3.6693,3.663,3.6665,3.6651,3.6672,3.6683,3.6687,3.6661,3.6676,3.6697,3.6667,3.6678,3.6687,3.6632,3.6675,3.6683,3.6657,3.632,3.662,3.668,3.6707,3.6663,3.6693,3.6651,2,1,4,25,1,1,1,1
2016/03/24 13:45:52.000.,0,0,0,73,0,0,0,1,0,0,0,113.7,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.76,-27.94,113.76,113.76,3.671,3.6321,3999,3999,29,28,9.03,79.45,31,9,1,0,0,80.7,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,29,113.9,0,1,30,1,31,9,0,3.6646,3.6707,3.6687,3.6678,3.668,3.6687,3.671,3.6697,3.6627,3.6662,3.6653,3.6673,3.6687,3.6696,3.6666,3.6678,3.6697,3.6667,3.6682,3.6693,3.664,3.6682,3.6686,3.6662,3.6321,3.6622,3.669,3.6707,3.6666,3.6693,3.6661,7,1,4,25,1,1,1,1
2016/03/24 13:46:02.000.,0,0,0,72,0,0,0,1,0,0,0,113.7,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.78,-27.94,113.78,113.78,3.6721,3.6333,3999,3999,29,28,9.04,79.52,31,9,1,0,0,80.7,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.8,113.9,0,1,30,1,31,9,0,3.6655,3.6711,3.6695,3.6687,3.6688,3.6691,3.6721,3.6716,3.6642,3.6672,3.6665,3.6683,3.6702,3.6703,3.6675,3.6683,3.6706,3.6677,3.6691,3.6701,3.6645,3.6687,3.6695,3.6667,3.6333,3.6632,3.6697,3.6713,3.6675,3.6706,3.6667,7,1,4,25,1,1,1,1
2016/03/24 13:46:12.000.,0,0,0,72,0,0,0,1,0,0,0,113.8,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.82,-28.24,113.82,113.84,3.6728,3.6337,3999,3999,29,28,9.06,79.6,31,9,1,0,0,80.8,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,29,113.9,0,1,30,1,31,9,0,3.6663,3.6717,3.6707,3.6692,3.67,3.6706,3.6728,3.6712,3.6646,3.6677,3.6671,3.6691,3.6702,3.671,3.6681,3.6693,3.6712,3.6685,3.6696,3.6707,3.6653,3.6692,3.6702,3.6677,3.6337,3.6638,3.6703,3.6722,3.6677,3.6707,3.6675,7,1,4,25,1,1,1,1
2016/03/24 13:46:22.000.,0,0,0,72,0,0,0,1,0,0,0,113.8,0,0,150.1,50.02,0,0,0,0.02,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.8,-27.94,113.8,113.84,3.6732,3.6342,3999,3999,29,28,9.07,79.67,31,9,1,0,0,80.9,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.8,114,0,1,30,1,31,9,0,3.6667,3.6722,3.671,3.6697,3.6697,3.6702,3.6732,3.6721,3.6655,3.6683,3.6675,3.6691,3.6705,3.6716,3.6688,3.67,3.6721,3.6687,3.6697,3.671,3.666,3.6693,3.67,3.6682,3.6342,3.6641,3.6706,3.6725,3.6683,3.6717,3.6681,7,1,4,25,1,1,1,1
2016/03/24 13:46:32.000.,0,0,0,72,0,0,0,1,0,0,0,113.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.876,1,4,1,0,46.4,7.36,44.99,3,113.82,-27.94,113.82,113.84,3.6737,3.635,3999,3999,29,28,9.07,79.75,31,9,1,0,0,81,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.9,114,0,1,30,1,31,9,0,3.6675,3.6726,3.6715,3.6701,3.6705,3.6717,3.6737,3.6727,3.6657,3.6688,3.6682,3.6698,3.6717,3.6717,3.6692,3.6703,3.6721,3.6691,3.6707,3.6717,3.6668,3.6705,3.6707,3.6683,3.635,3.6646,3.6712,3.6733,3.6693,3.6722,3.6676,7,1,4,25,1,1,1,1
2016/03/24 13:46:42.000.,0,0,0,71,0,0,0,1,0,0,0,113.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.84,-27.94,113.84,113.84,3.6735,3.6352,3999,3999,29,28,9.08,79.82,31,9,1,0,0,81.1,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.7,114,0,1,30,1,31,9,0,3.6675,3.6728,3.6712,3.6705,3.6707,3.6712,3.6735,3.6727,3.6662,3.6692,3.6685,3.6702,3.6716,3.6721,3.6693,3.6707,3.6722,3.6693,3.6703,3.6717,3.6667,3.6708,3.671,3.6687,3.6352,3.6646,3.6716,3.6732,3.6691,3.6727,3.6687,7,1,4,25,1,1,1,1
2016/03/24 13:46:52.000.,0,0,0,71,0,0,0,1,0,0,0,113.8,0,0,150.1,50.02,0,0,0,0,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.88,-27.94,113.88,113.86,3.6746,3.6356,3999,3999,29,28,9.09,79.89,31,9,1,0,0,81.1,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.8,114,0,1,30,1,31,9,0,3.6681,3.6736,3.6723,3.6713,3.6715,3.6722,3.6746,3.6728,3.6658,3.6692,3.6686,3.6707,3.6722,3.6727,3.67,3.6707,3.6727,3.6701,3.6716,3.6727,3.6673,3.6708,3.672,3.6691,3.6356,3.6657,3.6718,3.6738,3.6695,3.6727,3.6687,7,1,4,25,1,1,1,1
2016/03/24 13:47:02.000.,0,0,0,71,0,0,0,1,0,0,0,113.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.86,-27.94,113.86,113.88,3.6743,3.6356,3999,3999,29,28,9.1,79.97,31,9,1,0,0,81.2,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,28.9,114,0,1,30,1,31,9,0,3.6678,3.6731,3.6725,3.6712,3.6715,3.6721,3.6743,3.6732,3.6662,3.6697,3.6687,3.6707,3.672,3.6728,3.6696,3.6715,3.6726,3.6698,3.671,3.6726,3.6672,3.6712,3.6715,3.6695,3.6356,3.6655,3.6722,3.674,3.6697,3.6728,3.6687,7,1,4,25,1,1,1,1
2016/03/24 13:47:12.000.,0,0,0,71,0,0,0,1,0,0,0,113.8,0,0,150.1,50.02,0,0,0,0.04,4.68,4.68,4.68,4.68,1,1,0,13.889,1,4,1,0,46.4,7.36,44.99,3,113.88,-27.94,113.88,113.86,3.6752,3.6363,3999,3999,29,28,9.11,80.04,31,9,1,0,0,81.3,80.1,0,0,130,58.4,2,2,2,2,0,0,1,0,0,0,0,1,25,7,29,28,29,29,29,28,28,28,28,28,29,17354,2,2,3,2,3,29,114,0,1,30,1,31,9,0,3.6691,3.6742,3.6728,3.6717,3.672,3.6726,3.6751,3.6741,3.6677,3.671,3.6697,3.6717,3.673,3.6736,3.6707,3.6721,3.6737,3.6712,3.6726,3.6732,3.6681,3.672,3.6727,3.6697,3.6363,3.6666,3.673,3.6752,3.6702,3.6736,3.6701,7,1,4,25,1,1,1,1
